INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
19504	19504	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:29964 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31200	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19505	19505	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:31351 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31201	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19506	19506	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:32738 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31202	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19507	19507	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:34125 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31203	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19508	19508	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:35511 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31204	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19509	19509	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:36898 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31205	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19510	19510	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:38285 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31206	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19511	19511	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:39672 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31207	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19512	19512	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:41059 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 2588 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31139	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31208	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19513	19513	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:39312 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31209	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19514	19514	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:40698 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31210	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19515	19515	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:42085 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31211	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19516	19516	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:43472 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31212	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19517	19517	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:44859 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31213	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19518	19518	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:46246 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31214	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19519	19519	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:47632 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31215	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19520	19520	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:49019 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31216	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19521	19521	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:50406 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31217	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19522	19522	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:51793 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31218	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19523	19523	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:53180 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31219	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19524	19524	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:54566 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31220	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
19525	19525	Siêu C¤p Mãnh Kích (gia tång kÛ nång NgoÕi Công)	#cFFCC99Thiên quân chi lñc, t¤t kÏ nh¤t kích#r#cFFCC00KÛ nång tñ ðµng ðánh 1 møc tiêu#rT¤n công 1 møc tiêu, gia tång NgoÕi công #c54FF00{A:55953 B:96}#cFFCC00 ði¬m, ð°ng th¶i chính xác cüa Trân Thú gia tång 5023 ði¬m, kéo dài 1 phút#r#c54FF00(Trong chiªn ð¤u có xác su¤t tñ thi tri¬n, Trân Thú Dûng Mãnh có xác su¤t thi tri¬n cao nh¤t)#r#WCó th¬ ðªn#G LÕc Dß½ng#Y Vân Diêu Diêu#G (182,157)#W sØ døng#Y Linh Thú Ðan - Chú (c¤p 6)#W thång c¤p thành#G Siêu C¤p Mãnh Kích (c¤p 6)		1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	ÉúÐ§Ò»´ÎµÄÐ§¹û(×Ô¼º)|	31140	ÉúÐ§Ò»´ÎµÄÐ§¹û(Ä¿±ê)	31221	|Òýµ¼ÖÜÆÚµÄÐ§¹û(×Ô¼º)|	-1	Òýµ¼ÖÜÆÚµÄ¸½¼ÓÐ§¹û(Ä¿±ê)	-1		0		0		0		0		0		0		0		0
